	Rora cKO-Skin-MC-Treg-Replicate1	Rora cKO-Skin-MC-Treg-Replicate2	Rora cKO-Skin-MC-Treg-Replicate3	Rora cKO-Skin-Treg-Replicate1	Rora cKO-Skin-Treg-Replicate2	Rora cKO-Skin-Treg-Replicate3	WT-LN-Treg-Replicate1	WT-LN-Treg-Replicate2	WT-LN-Treg-Replicate3	WT-Skin-MC-Treg-Replicate1	WT-Skin-MC-Treg-Replicate2	WT-Skin-MC-Treg-Replicate3	WT-Skin-Treg-Replicate1	WT-Skin-Treg-Replicate2	WT-Skin-Treg-Replicate3
Syt3	0	0	1	0	0	22	0	1	5	0	0	0	0	0	15
Syt4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Syt5	44	4	24	49	42	56	5	5	5	30	7	18	31	0	3
Syt6	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0
Syt7	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0
Syt8	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0
Syt9	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0
Sytl1	550	682	596	565	948	742	1265	1497	1096	769	853	875	947	862	577
Sytl2	1901	980	1111	1809	3244	2767	1109	1383	1136	1251	1883	1642	2459	1796	2313
Sytl3	817	737	614	1321	1549	1501	9	30	41	455	523	435	506	750	472
Sytl4	0	0	0	0	0	0	7	10	5	0	0	0	5	0	0
Sytl5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Syvn1	1376	1583	1534	1702	2039	2108	1777	1587	2126	1590	2027	2229	2612	1589	1326
Szrd1	2040	1952	2146	1866	1933	1889	1804	2622	2052	2544	2089	2634	1812	2119	1628
Szt2	156	132	102	127	156	231	269	246	605	142	154	128	190	372	92
T	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T2	0	0	4	0	0	0	8	5	2	0	0	2	0	0	0
Taar1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar7f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar8c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taar9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tab1	113	116	146	47	93	96	573	682	693	144	143	182	63	179	51
Tab2	2478	2620	1976	2240	2278	2945	724	652	882	3279	3253	2748	1746	3259	1967
Tab3	181	138	154	163	386	167	123	116	182	203	261	179	210	388	183
Tac1	4	0	15	8	0	0	0	0	0	0	0	7	0	0	0
Tac2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tac4	10	0	19	1	0	1	1	0	4	0	1	2	0	0	1
Tacc1	3736	3626	3825	3735	4408	4730	3269	3493	3158	5134	5610	4310	4028	3094	3495
Tacc2	49	41	36	132	274	119	105	179	190	158	13	136	198	168	77
Tacc3	843	630	686	1306	700	884	695	1066	2599	861	1337	853	492	698	563
Taco1	105	121	91	85	59	72	326	271	264	107	86	144	24	95	59
Tacr1	0	0	25	0	0	0	0	0	0	0	0	6	0	6	1
Tacr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tacstd2	0	0	45	74	8	0	2	5	25	70	4	141	16	41	57
Tada1	2364	2027	2037	2090	1898	2483	2025	2569	2386	2509	2235	2406	1974	1823	1634
Tada2a	154	260	127	112	71	122	280	444	471	154	159	194	74	74	65
Tada2b	77	32	54	50	72	74	59	59	70	161	107	56	68	124	75
Tada3	848	658	679	684	901	953	1748	2055	1794	981	875	1215	852	989	657
Taf1	889	696	786	875	1037	1221	1029	1107	1541	1086	1289	1101	939	910	1073
Taf10	1043	1373	1631	2158	1867	1596	1967	1119	1079	1676	2581	632	959	1228	892
Taf11	637	533	457	738	597	725	1176	1293	1135	728	789	634	778	757	542
Taf12	1314	1270	1209	1070	787	826	2986	3423	2478	1571	1633	1355	569	838	639
Taf13	1081	1104	1022	1190	1215	1215	894	1059	865	1453	1468	1472	1311	897	1054
Taf15	201	160	149	181	184	159	213	233	260	184	167	208	175	144	309
Taf1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf1b	770	565	446	520	540	544	2159	2567	2119	458	597	721	492	389	397
Taf1c	401	505	451	496	364	418	857	998	1010	533	548	593	342	317	358
Taf1d	2759	2243	1784	3043	3140	3660	1469	1759	1391	3258	2502	2459	3053	3897	2838
Taf2	568	480	470	384	569	499	974	862	1458	638	816	734	447	310	377
Taf3	1002	957	853	1243	1720	1785	1677	1575	1588	1174	1216	1009	1348	1578	1261
Taf4a	332	186	296	346	302	533	201	202	231	428	306	276	340	618	348
Taf4b	1810	1409	1324	2330	4010	3897	288	335	374	1624	1961	1991	2794	2431	1914
Taf5	357	238	354	542	609	643	183	187	214	250	421	248	525	396	218
Taf5l	1378	1105	1118	1596	2011	1741	1391	1740	1568	1762	2148	1342	2047	1520	1414
Taf6	509	389	481	420	416	485	1678	1959	1499	582	698	537	413	433	308
Taf6l	62	64	66	72	89	37	216	258	170	73	96	78	75	49	44
Taf7	1627	1159	948	1624	1623	2030	1478	1615	1088	1688	1434	1483	1893	2506	2006
Taf7l	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Taf8	946	648	873	907	1125	1206	1357	1508	1557	835	1055	1323	890	1219	889
Taf9	4499	4279	4286	4760	3920	4828	2990	3478	3346	5765	4871	4600	4186	4868	4229
Taf9b	791	661	660	553	541	548	1168	1666	1339	615	727	639	384	275	259
Tagap	2635	2203	2146	2291	3046	3187	3459	3497	4295	2855	2797	2920	3004	2267	2597
Tagap1	440	391	489	738	791	800	529	410	492	696	766	486	487	585	519
Tagln	34	38	154	140	112	124	13	23	26	25	386	47	77	52	174
Tagln2	41293	27017	29392	33988	24184	30321	8985	10484	11059	39360	34306	30865	24472	32339	16667
Tagln3	4	16	2	0	0	0	7	1	15	0	0	2	3	0	0
Tal1	0	2	3	0	0	0	0	0	0	0	0	12	0	10	0
Tal2	0	0	0	0	0	0	3	1	2	0	0	0	0	0	0
Taldo1	6980	5914	5723	6922	5282	5429	9526	10849	9227	6709	6215	6558	5577	6431	5055
Tamm41	398	432	337	454	336	361	648	774	797	488	525	438	223	281	298
Tanc1	160	55	69	171	189	163	158	148	151	95	184	88	215	116	102
Tanc2	52	117	76	136	148	106	47	24	46	84	93	54	81	285	74
Tango2	335	385	293	305	328	197	1115	1433	1042	358	322	365	248	212	182
Tango6	160	85	57	111	73	231	342	403	460	103	130	105	173	116	68
Tank	10752	8268	7876	8862	9621	10843	5905	6918	5393	8804	9477	10153	8539	7106	8140
Taok1	1245	1029	971	1435	1477	1340	935	825	1043	1420	1156	1209	1245	2126	1394
Taok2	1168	1299	1174	949	1448	1430	1087	1140	2074	1729	1403	1731	1396	1133	831
Taok3	2135	1551	1631	1756	2038	2676	3220	3452	4448	2201	2051	2320	2114	1553	1461
Tap1	4195	3523	5724	4554	6059	6536	10266	11297	12536	4832	3418	5765	6190	4008	6354
Tap2	5630	6425	7225	4696	6095	5950	12617	14359	12597	5826	5151	7997	6282	3847	4045
Tapbp	10280	7982	10642	9447	11975	9043	22413	25834	21911	8449	8757	10825	10242	7456	8631
Tapbpl	3388	3482	4132	5695	5629	6376	3653	3901	2662	4380	3511	3920	6268	5734	4948
Tapt1	638	1244	1087	1037	1478	1718	622	300	418	1149	1934	377	1029	859	675
Tarbp2	678	463	631	925	801	1193	924	1137	988	848	967	755	917	1317	824
Tardbp	3330	3956	3252	3182	2732	3539	4044	4078	5283	3826	4086	4235	2527	2308	2560
Tarm1	4	18	12	6	2	0	0	0	6	2	5	16	0	3	7
Tars	2146	2061	1957	1807	2384	2209	2753	3441	3869	2401	2687	2984	1741	1993	1374
Tars2	573	730	525	595	658	810	2034	2465	2469	707	833	849	461	710	476
Tarsl2	88	108	103	234	267	248	108	204	185	278	195	167	327	238	189
Tas1r1	0	0	4	0	9	1	0	0	3	1	0	4	6	0	2
Tas1r2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3
Tas1r3	3	1	0	0	12	15	20	21	19	4	13	4	5	3	3
Tas2r102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r126	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tas2r129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tasp1	2500	1452	1781	2682	3003	3146	3675	4170	3840	2062	1610	2418	2604	2394	2049
Tat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tatdn1	192	117	151	82	96	141	289	342	282	239	208	121	72	79	121
Tatdn2	53	90	87	114	248	162	21	16	22	106	125	55	99	132	30
Tatdn3	98	75	70	91	146	126	181	224	189	73	59	82	77	183	60
Tax1bp1	13762	12641	13845	13480	14143	15882	9881	11986	9065	14364	13649	16444	13446	11043	11611
Tax1bp3	973	832	1079	1587	1656	1737	761	1012	398	1269	1174	1360	1501	1745	1097
Taz	996	955	769	985	1093	973	2825	3210	2684	1180	987	1164	764	1217	769
Tbata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d1	498	273	398	589	744	894	1349	1240	1685	612	615	673	579	639	543
Tbc1d10a	3759	3301	3626	3987	4113	4040	3391	3634	2754	4316	4062	4132	4624	4195	3067
Tbc1d10b	842	1119	1349	1097	1539	1665	619	477	721	1435	1765	941	1631	1508	955
Tbc1d10c	5837	5977	6876	4455	5341	5148	18293	20336	14325	6783	6931	7240	6058	5910	3034
Tbc1d12	54	72	101	101	211	230	38	21	25	148	126	39	46	159	111
Tbc1d13	56	18	46	49	40	82	74	68	86	46	58	38	29	72	31
Tbc1d14	875	652	829	503	737	673	1897	2239	2953	1004	936	1116	672	399	463
Tbc1d15	5424	5357	4795	5668	5690	7000	2894	3320	2785	6046	4469	7326	5480	4759	4906
Tbc1d16	53	25	16	171	162	242	40	72	90	5	33	15	137	242	113
Tbc1d17	1139	1235	1107	1047	1268	1341	2186	2332	2107	1824	1585	1517	1628	1942	1139
Tbc1d19	86	35	105	91	112	99	180	184	192	120	46	75	124	109	28
Tbc1d2	15	5	17	2	37	19	51	31	78	51	31	28	37	58	41
Tbc1d20	650	1016	1057	676	796	741	836	889	967	1203	1151	1365	1100	602	551
Tbc1d21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbc1d22a	598	540	459	446	548	650	486	671	718	775	601	673	615	630	366
Tbc1d22b	267	237	278	263	359	281	480	522	659	310	367	407	304	298	178
Tbc1d22bos	14	13	2	9	12	17	5	4	10	0	3	1	3	26	8
Tbc1d23	283	335	288	402	330	438	424	454	540	434	288	344	299	502	348
Tbc1d24	19	27	15	55	44	64	27	20	62	20	37	41	35	38	29
Tbc1d25	728	574	611	809	895	1280	430	544	526	602	817	798	843	702	553
Tbc1d2b	418	310	374	442	522	622	729	747	1043	388	415	411	525	461	216
Tbc1d30	951	928	1137	981	761	1290	585	592	578	945	967	1370	814	687	449
Tbc1d31	335	483	338	305	163	311	107	232	380	617	377	569	339	260	191
Tbc1d32	24	27	22	45	30	41	38	65	135	33	12	54	38	70	56
Tbc1d4	285	220	194	19	33	26	4570	5865	7986	201	242	194	255	46	90
Tbc1d5	217	182	181	230	215	249	356	414	714	175	293	264	312	245	178
Tbc1d7	127	110	156	116	42	72	228	257	374	190	191	95	30	37	32
Tbc1d8	11	13	16	20	7	0	39	20	66	20	27	9	20	3	6
Tbc1d8b	454	519	355	522	327	543	242	349	375	564	247	463	395	202	377
Tbc1d9	0	0	3	21	1	26	0	1	20	17	1	1	0	8	12
Tbc1d9b	1598	1213	1347	1171	1483	1163	1620	1459	1559	1539	1396	1785	985	805	662
Tbca	2382	1936	1822	2358	2039	2113	2861	3319	2279	2329	2308	2029	1766	2594	1830
Tbcb	2486	2166	2347	2903	1982	2306	2454	2673	2489	2929	3383	2811	2180	2907	1939
Tbcc	1460	1233	1406	1744	1529	1580	1481	1524	1316	1949	1960	1705	1428	1935	1005
Tbccd1	114	109	16	42	63	94	513	671	490	213	100	135	64	197	86
Tbcd	618	513	570	536	746	634	1008	1342	1580	440	661	849	778	477	406
Tbce	635	531	434	558	535	691	1044	1370	1198	575	678	682	422	427	390
Tbcel	543	469	634	509	604	661	566	502	585	785	667	555	534	425	393
Tbck	86	51	113	149	121	72	261	336	403	42	64	102	124	98	63
Tbk1	3320	2389	2731	2429	2385	4056	2190	2856	2691	3280	2794	3504	2106	1624	1998
Tbkbp1	2	2	14	1	4	0	6	2	11	0	16	7	13	0	2
Tbl1x	520	389	371	469	831	473	1630	1653	1936	692	967	733	741	344	625
Tbl1xr1	1136	1196	872	1098	1116	1407	1435	1478	2012	967	931	1103	1071	990	801
Tbl2	245	304	242	245	375	410	363	474	640	431	503	478	260	317	271
Tbl3	616	454	536	961	984	807	1511	1869	2170	801	1003	685	906	668	651
Tbp	1158	929	1009	832	577	959	1541	1521	1673	1297	1141	1279	734	694	731
Tbpl1	3047	2454	2630	2714	2924	3603	1848	2292	1843	3105	3153	3368	3002	3615	2416
Tbpl2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbr1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Tbrg1	6267	5301	4925	5698	4682	5894	6319	7038	5007	6486	5831	6060	4486	5867	4064
Tbrg3	52	30	54	108	116	58	90	68	170	77	70	74	76	183	39
Tbrg4	437	338	429	396	547	633	486	567	640	485	384	455	549	579	380
Tbx1	0	0	6	0	30	3	0	0	0	0	0	0	11	12	4
Tbx10	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Tbx15	0	0	13	9	0	0	0	0	3	0	0	11	12	0	18
Tbx18	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0
Tbx19	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Tbx2	7	7	9	2	6	9	0	0	4	15	10	2	2	32	11
Tbx20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Tbx21	185	221	251	752	1382	1277	272	376	510	75	103	100	785	726	430
Tbx22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx3	0	0	13	0	2	0	0	3	1	0	0	5	0	2	0
Tbx3os2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx6	118	105	106	116	144	206	95	58	83	85	153	136	97	222	130
Tbxa2r	200	156	191	21	113	89	1729	1839	1086	215	189	152	56	71	33
Tbxas1	20	2	3	0	0	0	7	0	6	0	22	1	0	0	0
Tc2n	4	1	17	2	4	4	1	0	3	37	5	31	4	3	19
Tcaim	64	56	15	104	29	45	355	469	299	138	29	42	48	57	61
Tcam1	0	9	0	0	0	0	4	33	16	0	0	1	0	0	0
Tcap	10	4	3	13	91	42	0	0	0	44	43	38	9	536	7
Tcea1	4239	3890	3849	3880	3880	3821	5636	6536	5959	5365	4678	5179	3331	2824	3277
Tcea2	52	95	107	73	71	98	168	213	226	57	120	106	45	59	45
Tcea3	37	21	31	17	50	17	7	14	15	12	21	6	14	20	21
Tceal1	0	0	13	33	0	18	9	22	7	6	21	3	8	0	0
Tceal3	45	12	32	12	3	0	39	64	28	18	0	26	0	0	4
Tceal5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
Tceal6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tceal8	63	101	73	174	83	96	12	40	56	96	36	78	118	10	64
Tceanc	108	34	72	25	35	31	176	233	249	34	122	66	16	3	32
Tceanc2	494	440	371	199	440	371	584	599	531	493	663	459	393	302	307
Tceb1	4120	3384	3342	3944	3034	3768	2661	3228	2571	4099	3666	3855	3077	4196	3401
Tceb2	7551	5750	6412	6873	5033	4550	7180	8200	6443	6334	6770	6172	4852	6715	4825
Tceb3	4219	3810	3599	3231	3910	4168	3727	4428	4115	5690	5695	5819	3775	3490	3093
Tcerg1	2117	1511	1635	2302	2068	2459	2562	3071	3643	2639	2364	2676	2844	2144	2067
Tcerg1l	0	0	1	0	0	0	3	0	1	0	0	0	0	0	0
Tcf12	743	661	533	718	817	960	1116	1391	1680	854	895	1085	879	914	632
Tcf15	0	2	11	9	5	5	0	0	0	1	16	0	6	1	0
Tcf19	621	423	359	494	292	362	965	1126	1771	316	621	415	336	373	297
Tcf20	187	135	134	251	308	250	227	276	361	382	246	164	214	291	219
Tcf21	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
Tcf23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcf24	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0
Tcf25	6224	5934	5487	5682	6393	6345	6055	7411	7619	7506	6774	7724	5624	6005	5135
Tcf3	930	865	1273	992	1370	1178	2775	2862	3209	1204	1243	1082	1126	971	564
Tcf4	39	120	178	195	178	145	198	174	432	52	154	133	100	75	114
Tcf7	552	509	733	236	392	267	7045	7668	5821	418	886	367	173	219	82
Tcf7l1	25	12	23	30	52	64	119	77	110	4	13	19	24	31	8
Tcf7l2	26	29	39	57	57	82	35	42	44	38	48	70	62	23	46
Tcfl5	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0
Tchh	3	7	0	56	8	12	0	0	2	18	0	5	11	29	43
Tchhl1	0	0	0	47	0	0	0	0	0	0	0	0	0	0	6
Tchp	241	232	247	268	361	322	484	469	520	372	349	254	166	338	191
Tcirg1	920	893	854	821	991	1102	1661	1159	1951	1528	1920	1792	1551	2154	1204
Tcl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcl1b5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcn2	1670	1552	1276	786	1077	1172	941	955	811	2076	1551	1859	855	1309	776
Tcof1	1348	1139	1334	1023	1544	1377	4421	4849	5216	1305	1447	1586	1606	1300	807
Tcp1	5427	4572	4526	6205	5439	5997	6040	7763	8016	6250	5930	6296	5049	4785	4753
Tcp10a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcp10b	0	0	0	0	0	0	1	0	0	4	0	0	0	0	3
Tcp10c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcp11	26	12	25	44	36	7	2	18	7	70	50	34	42	56	9
Tcp11l1	11	30	12	28	49	12	6	6	21	1	13	6	8	8	4
Tcp11l2	12326	10459	8935	10234	12868	15102	6066	6207	4563	13307	10553	17731	14644	11831	11440
Tcstv1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcstv3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcta	63	100	123	126	103	91	418	581	358	79	87	103	69	101	92
Tcte1	0	0	0	0	0	4	1	0	1	0	0	0	0	0	0
Tcte2	0	1	0	0	6	0	0	0	1	0	0	0	0	0	0
Tcte3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tctex1d1	28	47	45	40	33	25	0	0	0	10	26	14	9	10	8
Tctex1d2	125	60	62	92	39	40	51	51	87	140	85	73	39	50	42
Tctex1d4	2	4	1	0	1	0	34	32	21	8	1	4	5	0	2
Tctn1	22	62	7	22	35	2	30	9	60	3	17	19	30	12	0
Tctn2	1	11	50	22	23	27	5	2	31	19	1	21	20	8	10
Tctn3	264	274	195	181	209	144	278	348	393	241	212	220	126	67	99
Tdg	4	1	4	6	7	3	1	0	3	3	3	3	3	3	6
Tdgf1	12	26	2	34	20	60	81	72	183	87	70	56	76	11	12
Tdh	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Tdo2	0	2	0	0	0	0	4	6	1	0	0	2	0	0	0
Tdp1	194	146	167	261	174	143	877	1210	832	170	179	182	179	174	190
Tdp2	2298	2108	1749	2463	2110	3056	1492	1650	1646	2652	2513	2221	2258	2843	2056
Tdpoz1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdpoz4	39	26	22	17	17	43	29	21	23	32	39	29	2	3	9
Tdpoz5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Tdrd12	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Tdrd3	332	329	309	434	727	524	704	757	721	620	530	701	646	384	472
Tdrd5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Tdrd7	166	85	137	83	209	109	338	348	337	184	246	248	130	67	131
Tdrd9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Tdrkh	42	32	20	133	74	23	249	297	141	63	108	68	61	53	146
Tdrp	170	243	161	172	132	163	691	818	413	99	80	133	17	143	53
Tead1	0	0	12	22	10	0	0	0	1	1	2	4	2	1	7
Tead2	19	19	25	17	35	6	26	13	25	37	44	33	6	18	16
Tead3	3	6	9	10	0	8	0	2	5	37	25	34	4	0	11
Tead4	0	0	4	0	12	0	0	0	0	0	14	0	0	0	0
Tec	465	506	531	613	810	829	546	582	749	920	473	812	788	590	568
Tecpr1	1506	1734	1444	787	1104	1062	3771	3879	4173	2250	1677	2343	1212	958	938
Tecpr2	51	34	42	69	41	41	56	81	118	70	85	64	32	109	42
Tecr	6365	5331	5529	8744	5739	6071	8213	9519	7898	6104	7363	6562	5645	9266	4857
Tecrl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tecta	0	0	0	0	0	0	0	1	0	26	0	7	0	0	9
Tectb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Teddm1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tef	565	641	556	929	1313	1120	637	721	766	574	649	913	1148	1210	793
Tefm	62	50	66	22	46	41	552	568	551	136	123	136	33	19	68
Tek	0	0	83	23	13	0	0	0	0	0	35	14	0	0	19
Tekt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tekt2	5	0	5	2	21	0	3	0	1	39	0	5	9	0	9
Tekt3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tekt4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tekt5	0	0	0	0	0	0	0	2	1	0	0	3	0	0	0
Telo2	114	59	105	91	282	113	642	652	759	98	209	170	118	94	62
Ten1	1051	952	950	749	491	588	1159	1330	1223	1316	1088	1147	536	741	507
Tenc1	8	2	21	14	47	37	7	26	26	19	66	30	45	20	6
Tenm1	0	1	0	0	0	0	0	0	0	12	0	3	0	0	3
Tenm2	0	0	11	9	2	25	0	0	0	39	0	8	9	0	1
Tenm3	0	14	4	0	0	0	1	0	0	0	1	0	0	0	0
Tenm4	0	0	0	3	1	2	2	0	26	0	0	2	1	0	4
Tep1	127	173	142	342	229	259	327	388	723	206	99	215	353	328	216
Tepp	0	0	1	1	0	0	0	0	1	3	0	0	0	1	0
Terc	1	4	0	0	2	1	15	11	11	12	5	0	3	1	2
Terf1	1370	1485	1368	1210	1114	1456	1742	2159	1752	1730	1425	1548	1116	1353	1006
Terf2	1033	905	869	995	889	1120	652	670	796	1317	1241	1242	915	792	773
Terf2ip	1299	1107	1210	1191	1270	1311	1325	1543	1401	1750	1600	1750	1337	1055	1111
Tert	10	11	10	1	2	36	56	65	133	29	16	29	74	23	18
Tes	10042	7935	8377	8869	8118	9574	8848	10034	8528	11185	9629	10013	8073	9187	7496
Tesc	710	835	929	1373	2100	1415	2204	1989	1875	853	968	590	1563	1938	1376
Tescl	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
Tesk1	81	68	239	343	492	443	149	115	120	154	456	85	332	520	206
Tesk2	89	68	52	192	49	52	235	281	364	97	48	80	65	50	67
Tespa1	674	431	473	790	614	640	3497	4051	3138	389	317	562	295	433	269
Tet1	34	11	11	20	38	15	207	245	312	1	4	16	37	22	9
Tet2	1125	866	864	1313	1163	1416	991	967	1458	1384	1115	1254	1120	1425	1181
Tet3	1970	1570	1503	1490	1724	2086	2011	1712	2705	2575	2080	1791	1672	2027	1421
Tex10	1984	1756	1737	1169	1647	1892	2103	2412	2432	2289	1631	2334	1414	1175	1144
Tex101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tex11	0	0	0	0	0	0	0	0	9	2	0	1	0	0	0
Tex12	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0
