Gene stable ID	Transcript length (including UTRs and CDS)
ENSMUSG00000062234	387
ENSMUSG00000062234	710
ENSMUSG00000062234	339
ENSMUSG00000062234	444
ENSMUSG00000033216	2679
ENSMUSG00000033216	2208
ENSMUSG00000033216	796
ENSMUSG00000033216	821
ENSMUSG00000033216	826
ENSMUSG00000033216	672
ENSMUSG00000113382	153
ENSMUSG00000113394	504
ENSMUSG00000048347	5041
ENSMUSG00000112719	744
ENSMUSG00000112719	1136
ENSMUSG00000110685	2964
ENSMUSG00000110685	1050
ENSMUSG00000104883	331
ENSMUSG00000092416	4069
ENSMUSG00000092416	533
ENSMUSG00000092416	637
ENSMUSG00000092416	1275
ENSMUSG00000073433	1032
ENSMUSG00000073433	1029
ENSMUSG00000073433	736
ENSMUSG00000073433	796
ENSMUSG00000084021	1582
ENSMUSG00000103442	4925
ENSMUSG00000103442	5248
ENSMUSG00000103620	526
ENSMUSG00000083478	849
ENSMUSG00000103767	1231
ENSMUSG00000096750	1324
ENSMUSG00000096750	936
ENSMUSG00000032322	1863
ENSMUSG00000032322	2822
ENSMUSG00000032322	2637
ENSMUSG00000032322	638
ENSMUSG00000032322	841
ENSMUSG00000032322	606
ENSMUSG00000032322	597
ENSMUSG00000101746	698
ENSMUSG00000114336	3129
ENSMUSG00000109278	354
ENSMUSG00000115443	445
ENSMUSG00000051456	781
ENSMUSG00000110490	784
ENSMUSG00000015962	768
ENSMUSG00000082725	633
ENSMUSG00000054690	2588
ENSMUSG00000054690	3521
ENSMUSG00000054690	1357
ENSMUSG00000054690	723
ENSMUSG00000111023	3813
ENSMUSG00000111023	672
ENSMUSG00000092505	255
ENSMUSG00000060317	1664
ENSMUSG00000060317	1428
ENSMUSG00000060317	706
ENSMUSG00000060317	556
ENSMUSG00000106986	1119
ENSMUSG00000100455	3666
ENSMUSG00000050350	1498
ENSMUSG00000029158	1219
ENSMUSG00000029158	398
ENSMUSG00000005142	2820
ENSMUSG00000005142	793
ENSMUSG00000005142	912
ENSMUSG00000005142	3822
ENSMUSG00000005142	3459
ENSMUSG00000005142	1341
ENSMUSG00000066767	2007
ENSMUSG00000066767	279
ENSMUSG00000024186	2086
ENSMUSG00000024186	2005
ENSMUSG00000024186	386
ENSMUSG00000024186	353
ENSMUSG00000024186	2703
ENSMUSG00000024186	690
ENSMUSG00000024186	2377
ENSMUSG00000024186	832
ENSMUSG00000024186	1331
ENSMUSG00000024186	1241
ENSMUSG00000024186	2006
ENSMUSG00000051212	2724
ENSMUSG00000051212	361
ENSMUSG00000018189	1696
ENSMUSG00000018189	478
ENSMUSG00000018189	1845
ENSMUSG00000018189	436
ENSMUSG00000018189	756
ENSMUSG00000018189	798
ENSMUSG00000018189	461
ENSMUSG00000018189	882
ENSMUSG00000109467	180
ENSMUSG00000030149	3197
ENSMUSG00000030149	1270
ENSMUSG00000030149	1019
ENSMUSG00000030149	1182
ENSMUSG00000030149	501
ENSMUSG00000030149	3259
ENSMUSG00000091268	348
ENSMUSG00000056019	7186
ENSMUSG00000056019	717
ENSMUSG00000056019	456
ENSMUSG00000056019	2181
ENSMUSG00000020184	3099
ENSMUSG00000020184	3145
ENSMUSG00000020184	2769
ENSMUSG00000020184	3007
ENSMUSG00000020184	919
ENSMUSG00000020184	683
ENSMUSG00000020184	570
ENSMUSG00000020184	499
ENSMUSG00000020184	474
ENSMUSG00000096333	1324
ENSMUSG00000096333	936
ENSMUSG00000101166	2752
ENSMUSG00000101166	2111
ENSMUSG00000041765	2139
ENSMUSG00000041765	599
ENSMUSG00000041765	526
ENSMUSG00000041765	688
ENSMUSG00000104063	4713
ENSMUSG00000012777	1634
ENSMUSG00000012777	1454
ENSMUSG00000012777	1178
ENSMUSG00000093673	2063
ENSMUSG00000102634	393
ENSMUSG00000079494	986
ENSMUSG00000073591	6609
ENSMUSG00000073591	2266
ENSMUSG00000114428	383
ENSMUSG00000038255	3142
ENSMUSG00000015755	2311
ENSMUSG00000015755	4380
ENSMUSG00000015755	1980
ENSMUSG00000015755	618
ENSMUSG00000015755	703
ENSMUSG00000066068	318
ENSMUSG00000038193	2351
ENSMUSG00000079495	1571
ENSMUSG00000079495	925
ENSMUSG00000103585	4665
ENSMUSG00000103585	3682
ENSMUSG00000094491	374
ENSMUSG00000020722	1249
ENSMUSG00000110363	1322
ENSMUSG00000090171	2211
ENSMUSG00000111327	3835
ENSMUSG00000117168	292
ENSMUSG00000110762	394
ENSMUSG00000104318	5337
ENSMUSG00000089657	610
ENSMUSG00000094053	520
ENSMUSG00000094053	646
ENSMUSG00000109960	548
ENSMUSG00000117204	2276
ENSMUSG00000109918	136
ENSMUSG00000102112	434
ENSMUSG00000102112	416
ENSMUSG00000102112	355
ENSMUSG00000015961	2771
ENSMUSG00000015961	1733
ENSMUSG00000015961	2069
ENSMUSG00000049691	1718
ENSMUSG00000044120	3841
ENSMUSG00000044120	960
ENSMUSG00000080891	948
ENSMUSG00000080891	477
ENSMUSG00000046191	3559
ENSMUSG00000062458	436
ENSMUSG00000087376	251
ENSMUSG00000087376	359
ENSMUSG00000087376	212
ENSMUSG00000078759	419
ENSMUSG00000008958	1456
ENSMUSG00000008958	361
ENSMUSG00000008958	956
ENSMUSG00000008958	770
ENSMUSG00000008958	2139
ENSMUSG00000110812	215
ENSMUSG00000114905	1039
ENSMUSG00000051678	681
ENSMUSG00000051678	3729
ENSMUSG00000051098	3957
ENSMUSG00000051098	676
ENSMUSG00000104843	1354
ENSMUSG00000019992	1991
ENSMUSG00000019992	652
ENSMUSG00000019992	1577
ENSMUSG00000071229	913
ENSMUSG00000020723	3500
ENSMUSG00000020723	422
ENSMUSG00000043430	2548
ENSMUSG00000105912	2753
ENSMUSG00000023093	519
ENSMUSG00000104225	482
ENSMUSG00000102713	1193
ENSMUSG00000117041	430
ENSMUSG00000101371	997
ENSMUSG00000115121	708
ENSMUSG00000115121	657
ENSMUSG00000103707	5367
ENSMUSG00000103707	4653
ENSMUSG00000103707	4319
ENSMUSG00000117181	429
ENSMUSG00000029093	5707
ENSMUSG00000029093	2680
ENSMUSG00000029093	665
ENSMUSG00000029093	2089
ENSMUSG00000029093	650
ENSMUSG00000045411	1982
ENSMUSG00000045411	784
ENSMUSG00000045411	2131
ENSMUSG00000045411	759
ENSMUSG00000045411	1966
ENSMUSG00000045411	988
ENSMUSG00000045411	3610
ENSMUSG00000045411	2092
ENSMUSG00000045411	3336
ENSMUSG00000045411	2908
ENSMUSG00000045411	956
ENSMUSG00000045411	676
ENSMUSG00000045411	754
ENSMUSG00000045411	509
ENSMUSG00000045411	367
ENSMUSG00000045411	970
ENSMUSG00000045411	4201
ENSMUSG00000045411	872
ENSMUSG00000045411	2301
ENSMUSG00000045411	748
ENSMUSG00000085615	3074
ENSMUSG00000085615	2257
ENSMUSG00000107802	725
ENSMUSG00000030042	457
ENSMUSG00000030042	648
ENSMUSG00000030042	1769
ENSMUSG00000030042	890
ENSMUSG00000030042	455
ENSMUSG00000029335	2739
ENSMUSG00000029335	6548
ENSMUSG00000029335	6609
ENSMUSG00000030275	1791
ENSMUSG00000030275	6433
ENSMUSG00000030275	6575
ENSMUSG00000030275	2647
ENSMUSG00000107561	742
ENSMUSG00000084874	441
ENSMUSG00000087184	1145
ENSMUSG00000103793	4733
ENSMUSG00000006651	2343
ENSMUSG00000006651	2472
ENSMUSG00000006651	496
ENSMUSG00000006651	476
ENSMUSG00000006651	811
ENSMUSG00000087195	507
ENSMUSG00000089960	2224
ENSMUSG00000107291	326
ENSMUSG00000087289	1100
ENSMUSG00000087289	1944
ENSMUSG00000104877	1339
ENSMUSG00000037426	585
ENSMUSG00000037426	720
ENSMUSG00000037426	346
ENSMUSG00000037426	8216
ENSMUSG00000037426	7929
ENSMUSG00000037426	3872
ENSMUSG00000037426	1219
ENSMUSG00000037426	1732
ENSMUSG00000037426	683
ENSMUSG00000037426	3511
ENSMUSG00000037426	327
ENSMUSG00000037426	5195
ENSMUSG00000037426	428
ENSMUSG00000037426	3176
ENSMUSG00000037426	3359
ENSMUSG00000037426	431
ENSMUSG00000037426	620
ENSMUSG00000037426	583
ENSMUSG00000037426	3569
ENSMUSG00000066538	1072
ENSMUSG00000102428	5080
ENSMUSG00000102428	4352
ENSMUSG00000108491	417
ENSMUSG00000025544	3107
ENSMUSG00000025544	627
ENSMUSG00000025544	1494
ENSMUSG00000030165	895
ENSMUSG00000030165	919
ENSMUSG00000030165	538
ENSMUSG00000030165	507
ENSMUSG00000030165	580
ENSMUSG00000030165	586
ENSMUSG00000087200	1770
ENSMUSG00000108446	425
ENSMUSG00000108446	3535
ENSMUSG00000049550	5609
ENSMUSG00000049550	6133
ENSMUSG00000049550	4670
ENSMUSG00000049550	5883
ENSMUSG00000049550	2394
ENSMUSG00000049550	596
ENSMUSG00000049550	4589
ENSMUSG00000049550	1505
ENSMUSG00000049550	4387
ENSMUSG00000049550	3544
ENSMUSG00000049550	694
ENSMUSG00000049550	898
ENSMUSG00000049550	2880
ENSMUSG00000049550	2669
ENSMUSG00000049550	2692
ENSMUSG00000104062	1497
ENSMUSG00000104062	434
ENSMUSG00000104062	618
ENSMUSG00000047225	3174
ENSMUSG00000047225	3084
ENSMUSG00000047225	3182
ENSMUSG00000047225	939
ENSMUSG00000086935	502
ENSMUSG00000026315	3001
ENSMUSG00000026315	4581
ENSMUSG00000026315	1191
ENSMUSG00000026315	373
ENSMUSG00000030004	1123
ENSMUSG00000024413	2219
ENSMUSG00000024413	5224
ENSMUSG00000024413	715
ENSMUSG00000024413	837
ENSMUSG00000024413	5756
ENSMUSG00000024413	4188
ENSMUSG00000024413	352
ENSMUSG00000107453	172
ENSMUSG00000089857	3152
ENSMUSG00000089857	372
ENSMUSG00000089857	631
ENSMUSG00000100517	463
ENSMUSG00000104465	598
ENSMUSG00000106529	1719
ENSMUSG00000116480	344
ENSMUSG00000060913	2595
ENSMUSG00000060913	506
ENSMUSG00000108895	246
ENSMUSG00000092335	1425
ENSMUSG00000090145	2303
ENSMUSG00000090145	2249
ENSMUSG00000109171	167
ENSMUSG00000037548	412
ENSMUSG00000037548	1483
ENSMUSG00000037548	1347
ENSMUSG00000066880	769
ENSMUSG00000066880	2920
ENSMUSG00000112360	341
ENSMUSG00000112109	535
ENSMUSG00000040945	3999
ENSMUSG00000040945	699
ENSMUSG00000040945	430
ENSMUSG00000040945	347
ENSMUSG00000040945	3767
ENSMUSG00000031012	8366
ENSMUSG00000031012	4057
ENSMUSG00000031012	7707
ENSMUSG00000031012	666
ENSMUSG00000031012	726
ENSMUSG00000031012	487
ENSMUSG00000031012	212
ENSMUSG00000031012	845
ENSMUSG00000031012	354
ENSMUSG00000031012	2525
ENSMUSG00000031012	745
ENSMUSG00000031012	8260
ENSMUSG00000034659	2188
ENSMUSG00000034659	839
ENSMUSG00000034659	615
ENSMUSG00000034659	1096
ENSMUSG00000034659	619
ENSMUSG00000034659	396
ENSMUSG00000034659	397
ENSMUSG00000034659	432
ENSMUSG00000103231	696
ENSMUSG00000063919	6555
ENSMUSG00000063919	7472
ENSMUSG00000063919	2798
ENSMUSG00000063919	682
ENSMUSG00000063919	779
ENSMUSG00000055833	250
ENSMUSG00000055833	926
ENSMUSG00000055833	728
ENSMUSG00000055833	622
ENSMUSG00000055833	4354
ENSMUSG00000055833	1461
ENSMUSG00000068040	2274
ENSMUSG00000068040	3896
ENSMUSG00000068040	657
ENSMUSG00000068040	2473
ENSMUSG00000068040	921
ENSMUSG00000068040	794
ENSMUSG00000068040	668
ENSMUSG00000068040	604
ENSMUSG00000068040	2705
ENSMUSG00000068040	2338
ENSMUSG00000000093	3626
ENSMUSG00000083718	2296
ENSMUSG00000083718	623
ENSMUSG00000104584	171
ENSMUSG00000114417	927
ENSMUSG00000020898	4164
ENSMUSG00000020898	3035
ENSMUSG00000020898	3989
ENSMUSG00000020898	3976
ENSMUSG00000020898	3978
ENSMUSG00000020898	645
ENSMUSG00000020898	466
ENSMUSG00000020898	752
ENSMUSG00000020898	823
ENSMUSG00000020898	593
ENSMUSG00000020898	530
ENSMUSG00000020898	516
ENSMUSG00000090710	306
ENSMUSG00000054136	1298
ENSMUSG00000093962	1312
ENSMUSG00000093962	924
ENSMUSG00000089675	2227
ENSMUSG00000097793	4608
ENSMUSG00000026943	716
ENSMUSG00000026943	619
ENSMUSG00000037434	5244
ENSMUSG00000037434	677
ENSMUSG00000079627	495
ENSMUSG00000079627	779
ENSMUSG00000081602	394
ENSMUSG00000053134	2693
ENSMUSG00000053134	2548
ENSMUSG00000053134	1657
ENSMUSG00000053134	3056
ENSMUSG00000053134	1899
ENSMUSG00000053134	1246
ENSMUSG00000021537	1226
ENSMUSG00000021537	387
ENSMUSG00000021537	628
ENSMUSG00000021537	598
ENSMUSG00000021537	697
ENSMUSG00000021537	769
ENSMUSG00000021537	529
ENSMUSG00000021537	876
ENSMUSG00000090165	717
ENSMUSG00000090165	2244
ENSMUSG00000090165	631
ENSMUSG00000058159	2559
ENSMUSG00000058159	1080
ENSMUSG00000058159	1755
ENSMUSG00000104240	2391
ENSMUSG00000040078	480
ENSMUSG00000086219	562
ENSMUSG00000086219	3360
ENSMUSG00000063268	1047
ENSMUSG00000063268	3367
ENSMUSG00000063268	3407
ENSMUSG00000063268	3284
ENSMUSG00000063268	512
ENSMUSG00000063268	474
ENSMUSG00000021713	2342
ENSMUSG00000021713	1375
ENSMUSG00000021713	3455
ENSMUSG00000022407	3711
ENSMUSG00000022407	1595
ENSMUSG00000022407	1603
ENSMUSG00000022407	1932
ENSMUSG00000022407	713
ENSMUSG00000022407	856
ENSMUSG00000022407	1439
ENSMUSG00000022407	926
ENSMUSG00000022407	632
ENSMUSG00000022407	252
ENSMUSG00000022407	466
ENSMUSG00000022407	466
ENSMUSG00000063687	3535
ENSMUSG00000041737	1799
ENSMUSG00000041737	783
ENSMUSG00000041737	391
ENSMUSG00000041737	2839
ENSMUSG00000033634	3301
ENSMUSG00000106401	253
ENSMUSG00000044636	4375
ENSMUSG00000098949	199
ENSMUSG00000010362	434
ENSMUSG00000010362	1124
ENSMUSG00000010362	795
ENSMUSG00000010362	985
ENSMUSG00000010362	463
ENSMUSG00000051351	1077
ENSMUSG00000051351	570
ENSMUSG00000051351	596
ENSMUSG00000051351	4639
ENSMUSG00000051351	791
ENSMUSG00000096580	362
ENSMUSG00000099274	392
ENSMUSG00000074448	2348
ENSMUSG00000085511	2158
ENSMUSG00000103770	5341
ENSMUSG00000101204	1499
ENSMUSG00000101204	438
ENSMUSG00000101204	622
ENSMUSG00000033987	13612
ENSMUSG00000033987	762
ENSMUSG00000033987	1361
ENSMUSG00000033987	14889
ENSMUSG00000033987	14973
ENSMUSG00000106914	722
ENSMUSG00000074158	4868
ENSMUSG00000074158	1976
ENSMUSG00000074158	1908
ENSMUSG00000117086	156
ENSMUSG00000102483	2949
ENSMUSG00000028396	428
ENSMUSG00000028396	958
ENSMUSG00000028396	1929
ENSMUSG00000055945	461
ENSMUSG00000055945	3408
ENSMUSG00000055945	3251
ENSMUSG00000117202	356
ENSMUSG00000107172	1343
ENSMUSG00000106388	322
ENSMUSG00000055138	957
ENSMUSG00000107021	1387
ENSMUSG00000090674	1091
ENSMUSG00000081195	322
ENSMUSG00000057069	1964
ENSMUSG00000057069	4239
ENSMUSG00000057069	3341
ENSMUSG00000057069	1674
ENSMUSG00000106784	458
ENSMUSG00000028577	2784
ENSMUSG00000028577	1514
ENSMUSG00000028577	3886
ENSMUSG00000028577	693
ENSMUSG00000028577	641
ENSMUSG00000028577	645
ENSMUSG00000068299	1129
ENSMUSG00000068299	3019
ENSMUSG00000113249	332
ENSMUSG00000111468	1303
ENSMUSG00000081585	409
ENSMUSG00000116860	339
ENSMUSG00000081528	318
ENSMUSG00000117569	693
ENSMUSG00000111548	665
ENSMUSG00000087307	665
ENSMUSG00000087307	678
ENSMUSG00000087307	431
ENSMUSG00000026875	3436
ENSMUSG00000026875	2069
ENSMUSG00000026875	2325
ENSMUSG00000026875	1508
ENSMUSG00000026875	386
ENSMUSG00000026875	1980
ENSMUSG00000026875	628
ENSMUSG00000026875	3415
ENSMUSG00000026875	319
ENSMUSG00000111655	191
ENSMUSG00000111655	742
ENSMUSG00000046080	3293
ENSMUSG00000046080	1020
ENSMUSG00000046080	446
ENSMUSG00000046080	714
ENSMUSG00000053477	482
ENSMUSG00000053477	4250
ENSMUSG00000053477	8577
ENSMUSG00000053477	2066
ENSMUSG00000053477	2779
ENSMUSG00000053477	2615
ENSMUSG00000053477	2986
ENSMUSG00000053477	3694
ENSMUSG00000053477	2125
ENSMUSG00000053477	836
ENSMUSG00000053477	794
ENSMUSG00000053477	2120
ENSMUSG00000053477	746
ENSMUSG00000053477	2192
ENSMUSG00000053477	1959
ENSMUSG00000053477	353
ENSMUSG00000053477	576
ENSMUSG00000053477	2660
ENSMUSG00000053477	567
ENSMUSG00000053477	2427
ENSMUSG00000053477	617
ENSMUSG00000053477	876
ENSMUSG00000053477	733
ENSMUSG00000053477	2610
ENSMUSG00000053477	508
ENSMUSG00000053477	787
ENSMUSG00000053477	2172
ENSMUSG00000053477	831
ENSMUSG00000053477	802
ENSMUSG00000053477	2270
ENSMUSG00000053477	731
ENSMUSG00000053477	1915
ENSMUSG00000053477	2103
ENSMUSG00000053477	582
ENSMUSG00000053477	809
ENSMUSG00000053477	1873
ENSMUSG00000053477	1462
ENSMUSG00000053477	2822
ENSMUSG00000053477	332
ENSMUSG00000053477	1941
ENSMUSG00000053477	881
ENSMUSG00000053477	665
ENSMUSG00000053477	600
ENSMUSG00000053477	782
ENSMUSG00000053477	448
ENSMUSG00000053477	2437
ENSMUSG00000053477	959
ENSMUSG00000053477	765
ENSMUSG00000053477	721
ENSMUSG00000053477	923
ENSMUSG00000053477	3070
ENSMUSG00000053477	4019
ENSMUSG00000053477	373
ENSMUSG00000053477	780
ENSMUSG00000053477	809
ENSMUSG00000053477	843
ENSMUSG00000053477	619
ENSMUSG00000053477	1810
ENSMUSG00000053477	3625
ENSMUSG00000053477	3693
ENSMUSG00000053477	1001
ENSMUSG00000053477	7147
ENSMUSG00000047794	3326
ENSMUSG00000047794	3246
ENSMUSG00000047794	3179
ENSMUSG00000047794	1088
ENSMUSG00000085944	1389
ENSMUSG00000025742	3699
ENSMUSG00000025742	599
ENSMUSG00000061718	775
ENSMUSG00000061718	2001
ENSMUSG00000061718	1801
ENSMUSG00000061718	792
ENSMUSG00000061718	435
ENSMUSG00000061718	1191
ENSMUSG00000061718	1343
ENSMUSG00000116704	608
ENSMUSG00000021714	1353
ENSMUSG00000021714	1306
ENSMUSG00000021714	2077
ENSMUSG00000021714	351
ENSMUSG00000021714	856
ENSMUSG00000021714	1217
ENSMUSG00000021714	409
ENSMUSG00000021714	1404
ENSMUSG00000076505	362
ENSMUSG00000073468	1049
ENSMUSG00000073468	2490
ENSMUSG00000073468	777
ENSMUSG00000073468	600
ENSMUSG00000073468	810
ENSMUSG00000073468	470
ENSMUSG00000073468	492
ENSMUSG00000073468	367
ENSMUSG00000073468	564
ENSMUSG00000109018	993
ENSMUSG00000029141	2053
ENSMUSG00000029141	1490
ENSMUSG00000029141	2806
ENSMUSG00000029141	2109
ENSMUSG00000029141	2499
ENSMUSG00000029141	659
ENSMUSG00000029141	495
ENSMUSG00000029141	712
ENSMUSG00000029141	761
ENSMUSG00000029141	660
ENSMUSG00000029141	420
ENSMUSG00000029141	459
ENSMUSG00000029141	2424
ENSMUSG00000082677	784
ENSMUSG00000082837	214
ENSMUSG00000092220	534
ENSMUSG00000092220	802
ENSMUSG00000022245	3610
ENSMUSG00000022245	3591
ENSMUSG00000022245	3657
ENSMUSG00000110880	269
ENSMUSG00000109294	264
ENSMUSG00000111351	428
ENSMUSG00000081984	1051
ENSMUSG00000091248	330
ENSMUSG00000089665	392
ENSMUSG00000080989	1268
ENSMUSG00000027309	6628
ENSMUSG00000027309	425
ENSMUSG00000027309	636
ENSMUSG00000027309	497
ENSMUSG00000027309	1984
ENSMUSG00000027309	2108
ENSMUSG00000027309	2156
ENSMUSG00000027309	3815
ENSMUSG00000027309	573
ENSMUSG00000027309	740
ENSMUSG00000027309	442
ENSMUSG00000027309	643
ENSMUSG00000027309	698
ENSMUSG00000027309	681
ENSMUSG00000027309	545
ENSMUSG00000027309	472
ENSMUSG00000027309	463
ENSMUSG00000047712	3670
ENSMUSG00000047712	4228
ENSMUSG00000090124	682
ENSMUSG00000090124	3231
ENSMUSG00000090124	843
ENSMUSG00000090124	3302
ENSMUSG00000109454	303
ENSMUSG00000109532	750
ENSMUSG00000109532	1449
ENSMUSG00000109532	631
ENSMUSG00000109532	1358
ENSMUSG00000109532	2002
ENSMUSG00000109532	568
ENSMUSG00000047307	3710
ENSMUSG00000069727	3148
ENSMUSG00000069727	1380
ENSMUSG00000086258	603
ENSMUSG00000024134	2119
ENSMUSG00000024134	1812
ENSMUSG00000037344	3330
ENSMUSG00000037344	637
ENSMUSG00000037344	1815
ENSMUSG00000037344	365
ENSMUSG00000102206	3323
ENSMUSG00000102206	4038
ENSMUSG00000102206	5360
ENSMUSG00000102206	4583
ENSMUSG00000102206	625
ENSMUSG00000100516	227
ENSMUSG00000081216	543
ENSMUSG00000087226	3949
ENSMUSG00000073664	15731
ENSMUSG00000073664	5087
ENSMUSG00000073664	1130
ENSMUSG00000073664	2677
ENSMUSG00000073664	4543
ENSMUSG00000073664	3536
ENSMUSG00000073664	5000
ENSMUSG00000073664	3218
ENSMUSG00000073664	736
ENSMUSG00000073664	2262
ENSMUSG00000033790	3905
ENSMUSG00000033790	3735
ENSMUSG00000033790	4120
ENSMUSG00000033790	3448
ENSMUSG00000033790	306
ENSMUSG00000033790	3727
ENSMUSG00000033790	1883
ENSMUSG00000033790	430
ENSMUSG00000033790	931
ENSMUSG00000033790	617
ENSMUSG00000109277	525
ENSMUSG00000087225	2717
ENSMUSG00000025958	1569
ENSMUSG00000025958	1287
ENSMUSG00000025958	660
ENSMUSG00000025958	1255
ENSMUSG00000025958	5009
ENSMUSG00000025958	8364
ENSMUSG00000025958	1288
ENSMUSG00000025958	1420
ENSMUSG00000025958	1260
ENSMUSG00000025958	1642
ENSMUSG00000025958	2763
ENSMUSG00000072679	493
ENSMUSG00000072679	683
ENSMUSG00000072679	717
ENSMUSG00000072679	2149
ENSMUSG00000072679	516
ENSMUSG00000106898	730
ENSMUSG00000050612	1861
ENSMUSG00000050612	1788
ENSMUSG00000107389	278
ENSMUSG00000117422	1834
ENSMUSG00000084014	333
ENSMUSG00000036333	7409
ENSMUSG00000036333	1115
ENSMUSG00000036333	5381
ENSMUSG00000036333	6277
ENSMUSG00000036333	3998
ENSMUSG00000036333	636
ENSMUSG00000036333	947
ENSMUSG00000036333	736
ENSMUSG00000036333	440
ENSMUSG00000036333	627
ENSMUSG00000049176	8456
ENSMUSG00000049176	8153
ENSMUSG00000049176	8607
ENSMUSG00000049176	7924
ENSMUSG00000040236	2546
ENSMUSG00000040236	4411
ENSMUSG00000050132	4868
ENSMUSG00000050132	2497
ENSMUSG00000050132	4083
ENSMUSG00000050132	689
ENSMUSG00000050132	702
ENSMUSG00000069785	575
ENSMUSG00000074671	3072
ENSMUSG00000107792	594
ENSMUSG00000102852	711
ENSMUSG00000108888	1064
ENSMUSG00000030159	1090
ENSMUSG00000030159	614
ENSMUSG00000030159	455
ENSMUSG00000030159	4347
ENSMUSG00000111215	850
ENSMUSG00000109161	1021
ENSMUSG00000103631	464
ENSMUSG00000063314	411
ENSMUSG00000109003	2719
ENSMUSG00000102318	615
ENSMUSG00000099961	327
ENSMUSG00000051413	5485
ENSMUSG00000051413	5571
ENSMUSG00000105143	154
ENSMUSG00000099612	249
ENSMUSG00000106126	2681
ENSMUSG00000023967	884
ENSMUSG00000023967	571
ENSMUSG00000023967	621
ENSMUSG00000023967	903
ENSMUSG00000023967	2220
ENSMUSG00000023967	544
ENSMUSG00000057722	3410
ENSMUSG00000057722	5542
ENSMUSG00000057722	4127
ENSMUSG00000057722	208
ENSMUSG00000057722	787
ENSMUSG00000057722	889
ENSMUSG00000057722	415
ENSMUSG00000099344	997
ENSMUSG00000035513	1957
ENSMUSG00000035513	1770
ENSMUSG00000035513	1593
ENSMUSG00000035513	1695
ENSMUSG00000035513	678
ENSMUSG00000035513	513
ENSMUSG00000035513	541
ENSMUSG00000035513	436
ENSMUSG00000035513	1881
ENSMUSG00000035513	690
ENSMUSG00000035513	1679
ENSMUSG00000103438	648
ENSMUSG00000106113	829
ENSMUSG00000046723	2887
ENSMUSG00000105702	3600
ENSMUSG00000095180	754
ENSMUSG00000095180	633
ENSMUSG00000045689	3718
ENSMUSG00000056515	3473
ENSMUSG00000056515	555
ENSMUSG00000081330	523
ENSMUSG00000084971	469
ENSMUSG00000090175	2190
ENSMUSG00000091476	3033
ENSMUSG00000091476	1663
ENSMUSG00000091476	3494
ENSMUSG00000057499	465
ENSMUSG00000051486	4419
ENSMUSG00000021541	3483
ENSMUSG00000021541	3519
ENSMUSG00000021541	3502
ENSMUSG00000021541	2022
ENSMUSG00000021541	2239
ENSMUSG00000021541	2603
ENSMUSG00000021541	2667
ENSMUSG00000021541	2905
ENSMUSG00000109658	151
ENSMUSG00000034266	955
ENSMUSG00000034266	532
ENSMUSG00000086887	645
ENSMUSG00000047033	2801
ENSMUSG00000110315	607
ENSMUSG00000117114	252
ENSMUSG00000103037	4723
ENSMUSG00000103037	3636
ENSMUSG00000025925	2268
ENSMUSG00000025925	968
ENSMUSG00000025925	1581
ENSMUSG00000025925	2908
ENSMUSG00000113598	645
ENSMUSG00000110651	616
ENSMUSG00000112934	1899
ENSMUSG00000023966	403
ENSMUSG00000023966	966
ENSMUSG00000023966	670
ENSMUSG00000082915	720
ENSMUSG00000100664	642
ENSMUSG00000084180	469
ENSMUSG00000046020	5600
ENSMUSG00000046020	1135
ENSMUSG00000046020	839
ENSMUSG00000046020	1385
ENSMUSG00000046020	2413
ENSMUSG00000046020	1688
ENSMUSG00000046020	4143
ENSMUSG00000046020	4833
ENSMUSG00000104264	1257
ENSMUSG00000113904	438
ENSMUSG00000084378	1296
ENSMUSG00000090843	3038
ENSMUSG00000083611	395
ENSMUSG00000103386	1198
ENSMUSG00000082513	844
ENSMUSG00000113006	293
ENSMUSG00000083277	783
ENSMUSG00000044976	1561
ENSMUSG00000044976	5196
ENSMUSG00000044976	5160
ENSMUSG00000044976	1369
ENSMUSG00000044976	1928
ENSMUSG00000073594	4969
ENSMUSG00000085218	1024
ENSMUSG00000085218	545
ENSMUSG00000085218	314
ENSMUSG00000081261	253
ENSMUSG00000020744	2307
ENSMUSG00000020744	1055
ENSMUSG00000020744	826
ENSMUSG00000020744	491
ENSMUSG00000020744	755
ENSMUSG00000020744	954
ENSMUSG00000020744	834
ENSMUSG00000020744	368
ENSMUSG00000020744	455
ENSMUSG00000020744	461
ENSMUSG00000020744	453
ENSMUSG00000020744	2614
ENSMUSG00000102828	993
ENSMUSG00000102828	351
ENSMUSG00000102828	931
ENSMUSG00000102828	741
ENSMUSG00000102828	742
ENSMUSG00000084195	834
ENSMUSG00000041605	2988
ENSMUSG00000041605	743
ENSMUSG00000041605	811
ENSMUSG00000041605	2387
ENSMUSG00000041605	482
ENSMUSG00000041605	428
ENSMUSG00000018008	2791
ENSMUSG00000018008	813
ENSMUSG00000018008	1627
ENSMUSG00000018008	803
ENSMUSG00000018008	367
ENSMUSG00000018008	396
ENSMUSG00000018008	364
